source_song_id,target_song_id,rank
SOLUABP12AF72A2CD2,SOFHVID12A6D4F5B75,4
SOLUABP12AF72A2CD2,SOSCJDO12A8C13387F,5
SOLUABP12AF72A2CD2,SOZYEUQ12AB0184FAB,6
SOLUABP12AF72A2CD2,SODRFJI12A6D4FAA05,7
SOLUABP12AF72A2CD2,SOCNFEZ12AB0186FF8,8
SOLUABP12AF72A2CD2,SODUJHV12A58A7CCAC,9
SOLUABP12AF72A2CD2,SOVNOIH12AB017E3BC,10
SOKIBXY12A58A7C340,SOIRUMG12A6D4F5242,1
SOKIBXY12A58A7C340,SOBDDMF12A8C142F73,2
SOKIBXY12A58A7C340,SOQBLVI12A8C1362D9,3
SOKIBXY12A58A7C340,SOKVOTS12A8C1421F3,4
SOKIBXY12A58A7C340,SOLFZTV12A8C1437A9,5
SOKIBXY12A58A7C340,SOMUZUT12A58A7A330,6
SOKIBXY12A58A7C340,SOLOBQN12A8AE462B6,7
SOKIBXY12A58A7C340,SOHPPAN12A8C1389CA,8
SOKIBXY12A58A7C340,SODWWFR12A582A2A49,9
SOZGAOD12A8C13BAF2,SOZRCQH12AB01808D8,1
SOZGAOD12A8C13BAF2,SOAXRHN12AF72A2C63,2
SOZGAOD12A8C13BAF2,SOCUTCV12A58A7C6A8,3
SOZGAOD12A8C13BAF2,SOMKXPA12A6D4FD7DC,4
SOZGAOD12A8C13BAF2,SOZNKMT12AB018141F,5
SOZGAOD12A8C13BAF2,SOTQKYT12AB018174F,6
SOZGAOD12A8C13BAF2,SOMHEIL12A6D4F8109,7
SOZGAOD12A8C13BAF2,SOCDRZA12AF72A1B72,8
SOZGAOD12A8C13BAF2,SOGUYSH12A58A790D1,9
SOBWLMV12AF72A7B1E,SOPISOZ12A8C1371E5,1
SOBWLMV12AF72A7B1E,SOUZVPP12A8C131498,2
SOBWLMV12AF72A7B1E,SOKILVD12A8C1337B1,3
SOBWLMV12AF72A7B1E,SOHHKYY12AB0181612,4
SOBWLMV12AF72A7B1E,SODMSFL12AB0181E6F,5
SOBWLMV12AF72A7B1E,SOTAIQR12A8C13403B,6
SOBWLMV12AF72A7B1E,SOZVICM12A58A7C8C8,7
SOBWLMV12AF72A7B1E,SOBUJKP12A8C1384FB,8
SOBWLMV12AF72A7B1E,SOKBZRD12A6D4FAFF2,9
SOTGLTA12AB017F134,SOMJUSB12AF72A25B0,1
SOTGLTA12AB017F134,SORQJKX12AB017CD65,2
SOTGLTA12AB017F134,SOVTMWA12A8C14359A,3
SOTGLTA12AB017F134,SOFWGIS12AB018C55F,4
SOTGLTA12AB017F134,SOCPEMH12A8C13BC5E,5
SOTGLTA12AB017F134,SOCNNOR12CF5F8899C,6
SOTGLTA12AB017F134,SOEAVMB12A8C13AB44,7
SOTGLTA12AB017F134,SOMJDTM12A8C133DD2,8
SOTGLTA12AB017F134,SOETFBQ12A58A7F1D0,9
SOTGLTA12AB017F134,SOWXZQF12AB017BFA1,10
SOSAZUZ12A6D4FC3DF,SOZZHQT12AB018B714,1
SOSAZUZ12A6D4FC3DF,SOHRMJN12A8AE48805,2
SOSAZUZ12A6D4FC3DF,SOPNEIE12AB018110B,3
SOSAZUZ12A6D4FC3DF,SOVXTYJ12AB0185453,4
SOSAZUZ12A6D4FC3DF,SOXBFHG12A58A7A3E8,5
SOSAZUZ12A6D4FC3DF,SOHAQJX12A58A78FFC,6
SOSAZUZ12A6D4FC3DF,SOVFWHZ12AB018015E,7
SOSAZUZ12A6D4FC3DF,SODEUSZ12AB0182DC4,8
SOSAZUZ12A6D4FC3DF,SOPFUMQ12AB017E004,9
SOSVMFI12A8C132E4A,SOGAIWS12A8C1402E7,1
SOSVMFI12A8C132E4A,SOLUMNN12A6701D1A0,2
SOSVMFI12A8C132E4A,SOCTLXS12A8C142675,3
SOSVMFI12A8C132E4A,SODQGIE12A81C21D18,4
SOSVMFI12A8C132E4A,SOHDAJU12A81C20963,5
SOSVMFI12A8C132E4A,SOQOHNB12A6D4F9B0D,6
SOSVMFI12A8C132E4A,SOUPGAE12A8AE47026,7
SOSVMFI12A8C132E4A,SOHYKCX12A6D4F636F,8
SOSVMFI12A8C132E4A,SOSGOQU12A8C1443F3,9
SOJHOKO12A6D4F5C7B,SOGNJNO12A58A7BEC0,1
SOJHOKO12A6D4F5C7B,SOVGGQZ12AF72A698B,2
SOJHOKO12A6D4F5C7B,SORQKEE12B0B80913F,3
SOJHOKO12A6D4F5C7B,SOCQNLP12A58A7E91D,4
SOJHOKO12A6D4F5C7B,SOWDSPW12A8C142B5C,5
SOJHOKO12A6D4F5C7B,SOYVJON12A58A7CD66,6
SOJHOKO12A6D4F5C7B,SOMIGUZ12A6D4F8A5F,7
SOJHOKO12A6D4F5C7B,SOCZJGO12A58A7A0A7,8
SOJHOKO12A6D4F5C7B,SOYZVBO12A58A79CC1,9
SOXTTHY12A8C137072,SOSDNLV12A8AE48693,1
SOXTTHY12A8C137072,SOSSOJD12AB017DE7F,2
SOXTTHY12A8C137072,SOJCBAM12A6701FD04,3
SOXTTHY12A8C137072,SOONJPR12A58291BEE,4
SOXTTHY12A8C137072,SODPLJZ12AB018150D,5
SOXTTHY12A8C137072,SOIMMJJ12AF72AD643,6
SOXTTHY12A8C137072,SOIZKYJ12A8C13A5FD,7
SOXTTHY12A8C137072,SOERLQE12A8C13E3CE,8
SOXTTHY12A8C137072,SOJEXZQ12A67ADB320,9
SOOYTMS12A8C1380DA,SOVMOJP12AB0180A96,1
SOOYTMS12A8C1380DA,SOSUHVF12A58A7ACFC,2
SOOYTMS12A8C1380DA,SOKLLOH12A67020F2C,3
SOOYTMS12A8C1380DA,SOYAFGE12A8C13761E,4
SOOYTMS12A8C1380DA,SOCHOKW12AC468B16F,5
SOOYTMS12A8C1380DA,SOVQNSA12A8C140C58,6
SOOYTMS12A8C1380DA,SOOQMEL12A67ADF7D6,7
SOOYTMS12A8C1380DA,SOXICEO12A8C1339BE,8
SOOYTMS12A8C1380DA,SOXXLXS12A8C13E406,9
SOVRMZU12AB017FE90,SORFSNG12A8C13593A,1
SOVRMZU12AB017FE90,SOUVPKT12A58A7DBB2,2
SOVRMZU12AB017FE90,SOYEBDV12A8AE462DE,3
SOVRMZU12AB017FE90,SOEHDTU12AF72A8BD5,4
SOVRMZU12AB017FE90,SOATHZV12A58A788DA,5
SOVRMZU12AB017FE90,SOVAOPI12A8C14391F,6
SOVRMZU12AB017FE90,SOMAXOL12A8C138EBB,7
SOVRMZU12AB017FE90,SOXYSXH12AB0183B9C,8
SOVRMZU12AB017FE90,SOFUYDQ12A8C142495,9
SONDCOR12A8C13BA16,SOMKYDQ12A58A7D597,1
SONDCOR12A8C13BA16,SOXHPLF12A58A75BCB,2
SONDCOR12A8C13BA16,SOVKWMO12AF729F8CF,3
SONDCOR12A8C13BA16,SOTAJWO12A6D4FAF84,4
SONDCOR12A8C13BA16,SORWDOA12A6D4FB4D7,5
SONDCOR12A8C13BA16,SOSZHWL12A58A7D80A,6
SONDCOR12A8C13BA16,SOUSUPL12AB0183C80,7
SONDCOR12A8C13BA16,SOWSQNS12A8C13FB58,8
SONDCOR12A8C13BA16,SOEZHDN12AC468C314,9
SOMMKEW12A58A80F00,SOKAVCV12A8C141CD1,1
SOMMKEW12A58A80F00,SOXBSEL12A6D4FB174,2
SOMMKEW12A58A80F00,SOYHZOW12AB017B95E,3
SOMMKEW12A58A80F00,SOPVOVW12AF72A283F,4
SOMMKEW12A58A80F00,SORMLZF12A8C143FFA,5
SOMMKEW12A58A80F00,SOSXLGV12A6D4FB167,6
SOMMKEW12A58A80F00,SORFVMQ12AB0184135,7
SOMMKEW12A58A80F00,SOEWNBH12AB018BE9E,8
SOMMKEW12A58A80F00,SOZTFAZ12A8AE46630,9
SOCXCTS12AC468A380,SORVETV12A8C141FC7,1
SOCXCTS12AC468A380,SOBCOWD12A6701FD78,2
SOCXCTS12AC468A380,SOQFXDQ12AF72AD0EE,3
SOCXCTS12AC468A380,SOTMKZF12AB0187412,4
SOCXCTS12AC468A380,SOCQOZB12AB0185685,5
SOCXCTS12AC468A380,SOTMTBT12A58A7D50E,6
SOCXCTS12AC468A380,SOOSDMO12A6D4F80F9,7
SOCXCTS12AC468A380,SOTSJDX12AF72A9AFD,8
SOCXCTS12AC468A380,SOMIHYA12AB018DD37,9
SOCXCTS12AC468A380,SOVWHPM12AB017DABB,10
SOKEEKD12AB0188B39,SOBYZRW12A58A7ABF1,1
SOKEEKD12AB0188B39,SOODHLO12AF72A1980,2
SOKEEKD12AB0188B39,SOXVVSM12A8C142224,3
SOKEEKD12AB0188B39,SOCSRCP12A8C1416B2,4
SOKEEKD12AB0188B39,SOYXUQF12AB01843BA,5
SOKEEKD12AB0188B39,SOUKJBT12A6701C4D6,6
SOKEEKD12AB0188B39,SOJLVFZ12A58A7880C,7
SOKEEKD12AB0188B39,SOKPKQH12A6701DDE4,8
SOKEEKD12AB0188B39,SOMKGQN12A8C1339D2,9
SOUGOHW12AB018AEA3,SOOAWWB12AF72A7549,1
SOUGOHW12AB018AEA3,SOGJXYT12AC3DFA647,2
SOUGOHW12AB018AEA3,SODHVKY12AF72A3972,3
SOUGOHW12AB018AEA3,SOGVJEZ12A6D4FCEEF,4
SOUGOHW12AB018AEA3,SOGYSXC12A58A7BC50,5
SOUGOHW12AB018AEA3,SOMNBVS12AB0188B7F,6
SOUGOHW12AB018AEA3,SOSSSNG12AB0188BFB,7
SOUGOHW12AB018AEA3,SOZMRSJ12A8C13B762,8
SOUGOHW12AB018AEA3,SOBLCSL12AB0183AD1,9
SOGYIQL12A8C1329FC,SOWDFBO12AB0186744,1
SOGYIQL12A8C1329FC,SOXLFBP12AF72A0FA8,2
SOGYIQL12A8C1329FC,SOAEJVN12A8C14346F,3
SOGYIQL12A8C1329FC,SOCKIVW12A6D4FD118,4
SOGYIQL12A8C1329FC,SOZRLCY12AC3DF66D2,5
SOGYIQL12A8C1329FC,SONDJNW12AF72A1586,6
SOGYIQL12A8C1329FC,SOIVZOS12A58A7CB82,7
SOGYIQL12A8C1329FC,SOWFYBH12AB01880C3,8
SOGYIQL12A8C1329FC,SOJDOYD12AAF3B184B,9
SOWOVKQ12A8C132A05,SODVDBB12AB017F33F,1
SOWOVKQ12A8C132A05,SOXCFSI12AB0186053,2
SOWOVKQ12A8C132A05,SORYAIH12A58A7B66A,3
SOWOVKQ12A8C132A05,SOELNKL12A8C142434,4
SOWOVKQ12A8C132A05,SONMPJJ12AB0183AF8,5
SOWOVKQ12A8C132A05,SOHDQGY12A8C13FA6B,6
SOWOVKQ12A8C132A05,SOQGKSO12A6D4FBEAA,7
SOWOVKQ12A8C132A05,SOXJEOW12A6702159B,8
SOWOVKQ12A8C132A05,SOZXTQD12AB018BCC7,9
SOHTQAS12A6701C7BA,SOGYCXA12AB018AFC1,1
SOHTQAS12A6701C7BA,SOFZMMI12AB017F33C,2
SOHTQAS12A6701C7BA,SOJYBIF12AB0183EDB,3
SOHTQAS12A6701C7BA,SOFHVID12A6D4F5B75,4
SOHTQAS12A6701C7BA,SOSCJDO12A8C13387F,5
SOHTQAS12A6701C7BA,SOZYEUQ12AB0184FAB,6
SOHTQAS12A6701C7BA,SODRFJI12A6D4FAA05,7
SOHTQAS12A6701C7BA,SOCNFEZ12AB0186FF8,8
SOHTQAS12A6701C7BA,SODUJHV12A58A7CCAC,9
SOHTQAS12A6701C7BA,SOVNOIH12AB017E3BC,10
SOAMIQK12A6701D94F,SOAWMBL12AF72A8EE3,1
SOAMIQK12A6701D94F,SOVLCUH12A8C13E19D,2
SOAMIQK12A6701D94F,SOPNDCT12A6D4FCD8E,3
SOAMIQK12A6701D94F,SOHYHJB12A6D4FD29F,4
SOAMIQK12A6701D94F,SOPGAQE12A6701EB5C,5
SOAMIQK12A6701D94F,SOLRPJX12A58A79808,6
SOAMIQK12A6701D94F,SOSMPQI12AB018BAF8,7
SOAMIQK12A6701D94F,SOPMABR12A8C132477,8
SOAMIQK12A6701D94F,SOWGLJZ12A6D4F6A46,9
SOUXEOI12A6D4FB18E,SODHXUC12A8AE44A3D,1
SOUXEOI12A6D4FB18E,SONGNHO12AB0183915,2
SOUXEOI12A6D4FB18E,SOZXMYX12AB018A445,3
SOUXEOI12A6D4FB18E,SODKVWC12AF72A53CF,4
SOUXEOI12A6D4FB18E,SOKYHYL12A8C13D79D,5
SOUXEOI12A6D4FB18E,SOMZJGQ12A6D4F9256,6
SOUXEOI12A6D4FB18E,SORYWJI12A8C13AC9E,7
SOUXEOI12A6D4FB18E,SOFIPHI12AAF3B3DB2,8
SOUXEOI12A6D4FB18E,SOEPWYH12AF72A4813,9
SOUNPPP12A8C14646F,SOXRQAI12A6701DA64,1
SOUNPPP12A8C14646F,SOIMIVW12A8C139AC5,2
SOUNPPP12A8C14646F,SOTIHHE12A8C1376EB,3
SOUNPPP12A8C14646F,SOUIYDY12A8C141517,4
SOUNPPP12A8C14646F,SOENXKK12AB017E353,5
SOUNPPP12A8C14646F,SOHTRRT12AB018148B,6
SOUNPPP12A8C14646F,SORFZXJ12AB018449A,7
SOUNPPP12A8C14646F,SOAOOJK12A8C144AA2,8
SOUNPPP12A8C14646F,SOCSEEU12A8AE4866F,9
SOWYFFH12AAF3B4C65,SOBYAJU12A8C1422DA,1
SOWYFFH12AAF3B4C65,SODXQTB12A8C13F0F7,2
SOWYFFH12AAF3B4C65,SOGLPRP12AB01824D9,3
SOWYFFH12AAF3B4C65,SONSPGE12A8C145E2F,4
SOWYFFH12AAF3B4C65,SOYNHJU12A6D4F4A28,5
SOWYFFH12AAF3B4C65,SOAZZCR12A58A7C7D1,6
SOWYFFH12AAF3B4C65,SONVKLM12A8C145FA6,7
SOWYFFH12AAF3B4C65,SOAZVZJ12A67AD7106,8
SOWYFFH12AAF3B4C65,SOTFSDM12AB0187948,9
SOFEBPV12AF72AC40E,SOKLQDR12A8C13A62F,1
SOFEBPV12AF72AC40E,SONXUOI12A6D4FAE03,2
SOFEBPV12AF72AC40E,SOMSVJN12A8C137FD9,3
SOFEBPV12AF72AC40E,SOTZDYO12AB017CFFE,4
SOFEBPV12AF72AC40E,SONBUUR12A8151CD5B,5
SOFEBPV12AF72AC40E,SOXRVDE12A8C141BC4,6
SOFEBPV12AF72AC40E,SONZRGF12AB0180268,7
SOFEBPV12AF72AC40E,SOHWXDP12A81C23197,8
SOFEBPV12AF72AC40E,SOIPQMU12AB018670F,9
SOTETEH12AB017E7DF,SOOXIPZ12A6D4F9CF5,1
SOTETEH12AB017E7DF,SOZEOTO12A58A7D06F,2
SOTETEH12AB017E7DF,SORNEXZ12A8C134FFB,3
SOTETEH12AB017E7DF,SOXJRCJ12AB01837F7,4
SOTETEH12AB017E7DF,SOBBRFA12A6701FBC4,5
SOTETEH12AB017E7DF,SOLWTFI12A6D4F66E1,6
SOTETEH12AB017E7DF,SOQYLCB12AC3DFA5AE,7
SOTETEH12AB017E7DF,SOKYJLE12A6D4FCDEC,8
SOTETEH12AB017E7DF,SOPWZEF12AF729F9B0,9
SOTVDHX12AF72AA011,SOXBSYI12AB0185734,1
SOTVDHX12AF72AA011,SOZSZTY12A8C13B693,2
SOTVDHX12AF72AA011,SOSTAZX12A6D4F8AEE,3
SOTVDHX12AF72AA011,SOYEVUZ12AB0182DC8,4
SOTVDHX12AF72AA011,SOTTXNO12AB018CF10,5
SOTVDHX12AF72AA011,SOJUKIV12A81C20D9A,6
SOTVDHX12AF72AA011,SOZIXQF12AB018C2A9,7
SOTVDHX12AF72AA011,SOYASMM12A8AE45B1C,8
SOTVDHX12AF72AA011,SOKHRIW12A6701EEDA,9
SOVFEHL12B0B807366,SOKINLN12A8C13C799,1
SOVFEHL12B0B807366,SOZNXMN12A8C1439A9,2
SOVFEHL12B0B807366,SOARCRJ12AB018386E,3
SOVFEHL12B0B807366,SOEYKPX12AB0187D45,4
SOVFEHL12B0B807366,SOXMGGJ12AB018A2EF,5
SOVFEHL12B0B807366,SOLTFYP12AC468967B,6
SOVFEHL12B0B807366,SOCSEUF12AB0182D55,7
SOVFEHL12B0B807366,SOHEELK12A8C1393B0,8
SOVFEHL12B0B807366,SOXVBLL12A58A7DD12,9
SOVFEHL12B0B807366,SOSLCCY12A8C13A503,10
SOYGHOJ12A6701FFBA,SOBLLNN12AF72A5D51,1
SOYGHOJ12A6701FFBA,SOJSEEA12AB0181F6D,2
SOYGHOJ12A6701FFBA,SOPUDWU12A8AE4612A,3
SOYGHOJ12A6701FFBA,SOCZTMT12AF72A078E,4
SOYGHOJ12A6701FFBA,SOQAZKD12AB017F667,5
SOYGHOJ12A6701FFBA,SOCYVVO12AB01886A0,6
SOYGHOJ12A6701FFBA,SODWYYV12A8C133F28,7
SOYGHOJ12A6701FFBA,SOFTWWH12AB017AD0E,8
SOYGHOJ12A6701FFBA,SONEHVJ12AF72AA780,9
SOALJAA12A6702085C,SOCUDNV12A67AE0D4B,1
SOALJAA12A6702085C,SOFEXYL12AF729FB58,2
SOALJAA12A6702085C,SOLWRZI12A6D4FC4F0,3
SOALJAA12A6702085C,SOUXSXH12A58A7B58B,4
SOALJAA12A6702085C,SOHHJTA12A8C141725,5
SOALJAA12A6702085C,SOYONCL12A8C13B9F7,6
SOALJAA12A6702085C,SODWZZQ12A6D4FA7B7,7
SOALJAA12A6702085C,SOEWZAA12AF729C434,8
SOALJAA12A6702085C,SOMLEFW12A8C13774E,9
SOBZZDU12A6310D8A3,SOBQLCM12A6D4FAFCD,1
SOBZZDU12A6310D8A3,SOLXADS12A8C1344FD,2
SOBZZDU12A6310D8A3,SOSLKQK12AF72A1922,3
SOBZZDU12A6310D8A3,SOAGRCT12AB017B552,4
SOBZZDU12A6310D8A3,SOGQHGA12A8C134517,5
SOBZZDU12A6310D8A3,SOTOQRY12A58A77B93,6
SOBZZDU12A6310D8A3,SOFULRW12AC3DF5BA9,7
SOBZZDU12A6310D8A3,SOXDMAC12AB017E7FF,8
SOBZZDU12A6310D8A3,SOINADV12AF72A54C3,9
SOSIZSI12A8AE46305,SOKSETU12AB0188C2F,1
SOSIZSI12A8AE46305,SOHYBZX12A8C13B37B,2
SOSIZSI12A8AE46305,SOMWYOO12A6D4FAC88,3
SOSIZSI12A8AE46305,SOGDZTL12A6D4FB6BC,4
SOSIZSI12A8AE46305,SONQWET12A58A76A4A,5
SOSIZSI12A8AE46305,SOXYOUC12A8C1437C2,6
SOSIZSI12A8AE46305,SOLYYSH12AB017F895,7
SOSIZSI12A8AE46305,SOEIPMS12A6D4F9531,8
SOSIZSI12A8AE46305,SOKJKPS12A58A7C903,9
SOUDLVN12AAFF43658,SOUTXDD12A8C138C04,1
SOUDLVN12AAFF43658,SOUOUFA12A8C13115C,2
SOUDLVN12AAFF43658,SOISGBD12A67021D23,3
SOUDLVN12AAFF43658,SOXSUCX12A58A7BCD4,4
SOUDLVN12AAFF43658,SORPDWU12A8C13FD98,5
SOUDLVN12AAFF43658,SOYHZTX12A81C1F91F,6
SOUDLVN12AAFF43658,SODXVYB12A6D4F8536,7
SOUDLVN12AAFF43658,SOEENDB12A8C137499,8
SOUDLVN12AAFF43658,SOMRZGQ12A58A80C3B,9
SOTSIQG12A6D4F46DF,SOLYQGN12AB017B539,1
SOTSIQG12A6D4F46DF,SOVWSOR12A8C141878,2
SOTSIQG12A6D4F46DF,SOJMCRU12A58A7B8EE,3
SOTSIQG12A6D4F46DF,SOGXZBI12A8C13E1CC,4
SOTSIQG12A6D4F46DF,SONBQQE12A6D4F7922,5
SOTSIQG12A6D4F46DF,SOCDYFL12A6D4F75E4,6
SOTSIQG12A6D4F46DF,SOMCSDR12A8C135024,7
SOTSIQG12A6D4F46DF,SOOSXAF12A58A7BC40,8
SOTSIQG12A6D4F46DF,SOPZWKR12AB018E28E,9
SOUMKZX12A6D4F46CA,SOCXVOX12A8C13E599,1
SOUMKZX12A6D4F46CA,SOWIGVU12A6D4F986C,2
SOUMKZX12A6D4F46CA,SOOFTQI12AB018520F,3
SOUMKZX12A6D4F46CA,SOQMPVD12AB01804EC,4
SOUMKZX12A6D4F46CA,SOFUVDL12A8AE480A4,5
SOUMKZX12A6D4F46CA,SOSUXJY12AB01868A0,6
SOUMKZX12A6D4F46CA,SOPYNVK12A679C8065,7
SOUMKZX12A6D4F46CA,SOWMKNT12A6D4F9AF7,8
SOUMKZX12A6D4F46CA,SOAFNTP12A6D4FBCE5,9
SOUMKZX12A6D4F46CA,SOIAARE12A8C13762C,10
SOCXOIG12A81C20BE9,SOAPJOV12A58A7FA45,1
SOCXOIG12A81C20BE9,SOMQXLI12A58A7ADEF,2
SOCXOIG12A81C20BE9,SOWVKJE12A6701F036,3
SOCXOIG12A81C20BE9,SOCZBBW12AB0183AE3,4
SOCXOIG12A81C20BE9,SOETSLG12A6D4F6589,5
SOCXOIG12A81C20BE9,SONZBCH12B0B807B5E,6
SOCXOIG12A81C20BE9,SODZBQL12A8C13F870,7
SOCXOIG12A81C20BE9,SOTKVKP12A6701D299,8
SOCXOIG12A81C20BE9,SOSFAIN12A58A794C1,9
SONOFES12A8C13B998,SOHGQXK12AAA15D872,1
SONOFES12A8C13B998,SOEMPBZ12AB0187375,2
SONOFES12A8C13B998,SOIQLVS12A6D4FC560,3
SONOFES12A8C13B998,SOEHYZU12A58A78339,4
SONOFES12A8C13B998,SOXWQRU12A8C142384,5
SONOFES12A8C13B998,SOSIBUZ12A6D4F93FD,6
SONOFES12A8C13B998,SOAQQOG12AB017CEC7,7
SONOFES12A8C13B998,SOMFNZI12A6D4FD710,8
SONOFES12A8C13B998,SOBIQUW12AB018188A,9
SONOFES12A8C13B998,SOBUYDK12A58A7CCAF,10
SOHLLRP12A6701F2F4,SOQBTOF12A6D4FAAF1,1
SOHLLRP12A6701F2F4,SOIOZLZ12A6D4F865A,2
SOHLLRP12A6701F2F4,SOEFECF12A67AD7294,3
SOHLLRP12A6701F2F4,SOAKUVC12A8C135F22,4
SOHLLRP12A6701F2F4,SOMGSKY12AB0186EDD,5
SOHLLRP12A6701F2F4,SOGMOOP12A6D4FBB5C,6
SOHLLRP12A6701F2F4,SOPFMFT12A6D4F9FAE,7
SOHLLRP12A6701F2F4,SOTKGIT12A8151E968,8
SOHLLRP12A6701F2F4,SOXQQQV12A6D4F8B09,9
SOKBQHQ12A8C13F146,SORSXGP12A81C22DC7,1
SOKBQHQ12A8C13F146,SOQDMJW12AB01871F2,2
SOKBQHQ12A8C13F146,SOIWXPH12A6D2271C7,3
SOKBQHQ12A8C13F146,SOVULRH12A6D4FCCA8,4
SOKBQHQ12A8C13F146,SOWCSSQ12A6D4FC305,5
SOKBQHQ12A8C13F146,SOULSJL12A8C135F3E,6
SOKBQHQ12A8C13F146,SONMYBB12A8C13C2BC,7
SOKBQHQ12A8C13F146,SOBSXKM12AB0180597,8
SOKBQHQ12A8C13F146,SOGDEQZ12AB0183044,9
SOKBQHQ12A8C13F146,SOPBUVK12A8C134512,10
SOBRJME12A8C13F12F,SODEMGG12A8C13DE1C,1
SOBRJME12A8C13F12F,SOFIERB12AB0183DA7,2
SOBRJME12A8C13F12F,SOJYEWK12A8C1410FD,3
SOBRJME12A8C13F12F,SOGMCRF12A8C133CA9,4
SOBRJME12A8C13F12F,SOCIWVC12A58A7ED67,5
SOBRJME12A8C13F12F,SOOOYTP12A58A7C712,6
SOBRJME12A8C13F12F,SOCZGSS12A8C134881,7
SOBRJME12A8C13F12F,SOGKVXZ12AB018FF53,8
SOBRJME12A8C13F12F,SOVOMQK12A8C13B41A,9
SOBRJME12A8C13F12F,SOHTONH12AB018C2B7,10
SOSYPLV12A8C13F13E,SOKWDUR12A8C13399E,1
SOSYPLV12A8C13F13E,SOBUTBS12AB0185E2B,2
SOSYPLV12A8C13F13E,SOQRPNH12A8C1378FA,3
SOSYPLV12A8C13F13E,SOYZBZO12A8C13DB3D,4
SOSYPLV12A8C13F13E,SOKIXSY12A58A7BEEA,5
SOSYPLV12A8C13F13E,SOLMSKC12A8C1312AE,6
SOSYPLV12A8C13F13E,SOGWVJV12A8AE473AE,7
SOSYPLV12A8C13F13E,SOENONW12AAF3B2EA5,8
SOSYPLV12A8C13F13E,SONRYJC12AB0180DF8,9
SOSYPLV12A8C13F13E,SOATXOP12A67AD72A9,10
SOFPDYE12A8C13980E,SOLADVP12A81C22F12,1
SOFPDYE12A8C13980E,SOBQYVT12A3F1EB7F3,2
SOFPDYE12A8C13980E,SOJIFVH12A58A7A551,3
SOFPDYE12A8C13980E,SOYGYDB12A6D4FBEB0,4
SOFPDYE12A8C13980E,SONJSXY12AB01821B5,5
SOFPDYE12A8C13980E,SOAUSMG12A8C134C69,6
SOFPDYE12A8C13980E,SOTONBN12A58A7EE68,7
SOFPDYE12A8C13980E,SOCBYGD12A6D4F9622,8
SOFPDYE12A8C13980E,SOYNCWM12A8C1333CB,9
SOORPXN12A58A7771C,SOMWNJA12A58A7538F,1
SOORPXN12A58A7771C,SOGCZMX12AB018A79F,2
SOORPXN12A58A7771C,SOZQNBP12A58A79849,3
SOORPXN12A58A7771C,SOBIMTY12A6D4F931F,4
SOORPXN12A58A7771C,SOJOZTM12A8C140618,5
SOORPXN12A58A7771C,SOYLPWH12A8AE46A1A,6
SOORPXN12A58A7771C,SORMHWI12AB018C5F3,7
SOORPXN12A58A7771C,SOLVSEF12AF729DF97,8
SOORPXN12A58A7771C,SOLYUVD12A6D4FBAE3,9
SOOBVAA12A58A7B6EB,SOUQUWS12A58A7B4F2,1
SOOBVAA12A58A7B6EB,SOUZMBW12A58A7F6E6,2
SOOBVAA12A58A7B6EB,SOEAQEN12A8C1382E3,3
SOOBVAA12A58A7B6EB,SOYFXKR12AB018A9D0,4
SOOBVAA12A58A7B6EB,SODUUYV12AB0189EB6,5
SOOBVAA12A58A7B6EB,SOBQQFP12A8C13F5C8,6
SOOBVAA12A58A7B6EB,SOYXWSS12A8C141598,7
SOOBVAA12A58A7B6EB,SONBTFC12A6D4F9811,8
SOOBVAA12A58A7B6EB,SOFADRX12AC4687151,9
SOOBVAA12A58A7B6EB,SOHVYDF12A8C13C6EA,10
SOKFKMY12A6D4FA872,SOQMTQL12AB018B1BE,1
SOKFKMY12A6D4FA872,SORXCOO12A58A7D84E,2
SOKFKMY12A6D4FA872,SONGIIY12AB0184492,3
SOKFKMY12A6D4FA872,SOQBKNM12A8C13467D,4
SOKFKMY12A6D4FA872,SOZFHXH12A8C13B064,5
SOKFKMY12A6D4FA872,SOZWMNZ12A6D4FCD0D,6
SOKFKMY12A6D4FA872,SOCAONH12AF72A7A48,7
SOKFKMY12A6D4FA872,SOBQYZS12A58A7AC45,8
SOKFKMY12A6D4FA872,SODVGME12A8C135F28,9
SOKFORX12AB0189587,SOUBUQH12AB01893B6,1
SOKFORX12AB0189587,SOKVDUW12AF729FF88,2
SOKFORX12AB0189587,SOQKETB12A58A7C3F4,3
SOKFORX12AB0189587,SOFTDKA12A8C136130,4
SOKFORX12AB0189587,SOTULLG12A6D4FCE96,5
SOKFORX12AB0189587,SOBTUUE12AB0186969,6
SOKFORX12AB0189587,SOMAQQC12AB018C35B,7
SOKFORX12AB0189587,SOUKJJL12A6D4F7EF2,8
SOKFORX12AB0189587,SOQQINU12A8151B866,9
SOTSNLH12A6701FE15,SONLSAV12AB018112F,1
SOTSNLH12A6701FE15,SORLRYA12A8AE48066,2
SOTSNLH12A6701FE15,SOTTEVR12A8AE47116,3
SOTSNLH12A6701FE15,SOHMWGC12AC3DF7F94,4
SOTSNLH12A6701FE15,SOWRBSG12AB0182D1F,5
SOTSNLH12A6701FE15,SOZBGZC12A8C13485B,6
SOTSNLH12A6701FE15,SOQCPDL12A8C1430E3,7
SOTSNLH12A6701FE15,SOQRZNB12AB0184CF6,8
SOTSNLH12A6701FE15,SOTEVOQ12A6D4F74D6,9
